ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	NOTE	COGIDS	AUTOCOGS	ALIGNMENT	STRUCTURE	CROSSIDS	MORPHEMES	C_STRUCTURE	PATTERNS
46	Rahung	ablative	ablative	-rɔ	+rɔ	r ɔ		55	55	!r/l ɔ	i n	55	_ablative	c c	509-1/l 287-20/ɔ
47	Rupa	ablative	ablative	-lɔ	+lɔ	l ɔ		55	55	l ɔ	i n	55	_ablative	c c	509-1/l 287-20/ɔ
48	Shergaon	ablative	ablative	-lɔ	+lɔ	l ɔ		55	55	l ɔ	i n	55	_ablative	c c	509-1/l 287-20/ɔ
49	Khispi	above, top	above, top	ʨʰaŋ	ʨʰaŋ	tɕʰ a ŋ		58	58	tɕʰ a ŋ	i n c	58	abovetop	c c c	308-13/tɕʰ 464-6/a 349-10/ŋ
50	Duhumbi	above, top	above, top	ʨʰaŋ	ʨʰaŋ	tɕʰ a ŋ		58	58	tɕʰ a ŋ	i n c	58	abovetop	c c c	308-13/tɕʰ 464-6/a 349-10/ŋ
51	Khoina	above, top	above, top	a-ʦʰɔ̃ː(ŋ)	a+ʦʰɔ̃ː	a + tsʰ ɔ̃ː		56 58	56 57	- a + tsʰ ɔ̃ː -	n + i n	56 58	_u/a-prefix abovetop	c + c c	242-2/u 0/n + 308-13/tɕʰ 464-6/a 349-10/ŋ
52	Jerigaon	above, top	above, top	a-ʨʰɔ̃ː(ŋ)	a+ʨʰɔ̃ː	a + tɕʰ ɔ̃ː		56 58	56 57	- a + tɕʰ ɔ̃ː -	n + i n	56 58	_u/a-prefix abovetop	c + c c	242-2/u 0/n + 308-13/tɕʰ 464-6/a 349-10/ŋ
53	Khoitam	above, top	above, top	a-ʨʰũː(ŋ)	a+ʨʰũː	a + tɕʰ ũː		56 58	56 57	- a + tɕʰ ũː -	n + i n	56 58	_u/a-prefix abovetop	c + c c	242-2/u 0/n + 308-13/tɕʰ 464-6/a 349-10/ŋ
57	Khispi	achieve, obtain	achieve, obtain	man	man	m a n		59	59	m a n	i n c	59	achieveobtain	c c c	354-44/m 668-11/a 91-16/n
58	Duhumbi	achieve, obtain	achieve, obtain	man	man	m a n		59	59	m a n	i n c	59	achieveobtain	c c c	354-44/m 668-11/a 91-16/n
59	Khoina	achieve, obtain	achieve, obtain	mɐ̃ː	mɐ̃ː	m ɐ̃ː		59	59	m ɐ̃ː -	i n	59	achieveobtain	c c	354-44/m 668-11/a 91-16/n
61	Khoitam	achieve, obtain	achieve, obtain	mɔ̃ː	mɔ̃ː	m ɔ̃ː		59	59	m ɔ̃ː -	i n	59	achieveobtain	c c	354-44/m 668-11/a 91-16/n
62	Rahung	achieve, obtain	achieve, obtain	mɔ̃ː	mɔ̃ː	m ɔ̃ː		59	59	m ɔ̃ː -	i n	59	achieveobtain	c c	354-44/m 668-11/a 91-16/n
63	Rupa	achieve, obtain	achieve, obtain	mɔ̃ː	mɔ̃ː	m ɔ̃ː		59	59	m ɔ̃ː -	i n	59	achieveobtain	c c	354-44/m 668-11/a 91-16/n
65	Khispi	aconite	aconite	si	si	s i		60	60	s !i	i n	60	aconite	c c	447-18/s 142-1/i
66	Duhumbi	aconite	aconite	si	si	s i		60	60	s !i	i n	60	aconite	c c	447-18/s 142-1/i
67	Khoina	aconite	aconite	saː	saː	s aː		60	60	s !aː	i n	60	aconite	c c	447-18/s 142-1/i
68	Jerigaon	aconite	aconite	sɛː	sɛː	s ɛː		60	60	s !ɛː	i n	60	aconite	c c	447-18/s 142-1/i
69	Khoitam	aconite	aconite	sɛ	sɛ	s ɛ		60	60	s !ɛ	i n	60	aconite	c c	447-18/s 142-1/i
70	Rahung	aconite	aconite	sɛˀ	sɛˀ	s ɛˀ		60	60	s !ɛˀ	i n	60	aconite	c c	447-18/s 142-1/i
71	Rupa	aconite	aconite	saː	saː	s aː		60	60	s !aː	i n	60	aconite	c c	447-18/s 142-1/i
72	Shergaon	aconite	aconite	saː	saː	s aː		60	60	s !aː	i n	60	aconite	c c	447-18/s 142-1/i
73	Khispi	after	after	la-kʰuŋ	la+kʰuŋ	l a + kʰ u ŋ		62 61	62 61	l a + kʰ u ŋ	i n + i n c	62 61	_la-prefix1 up	c c + c c c	600-1/l 584-2/a + 586-36/kʰ 50-29/u 774-83/ŋ
74	Duhumbi	after	after	la-kʰuŋ	la+kʰuŋ	l a + kʰ u ŋ		62 61	62 61	l a + kʰ u ŋ	i n + i n c	62 61	_la-prefix1 up	c c + c c c	600-1/l 584-2/a + 586-36/kʰ 50-29/u 774-83/ŋ
75	Khoina	after	after	la-kʰyŋ	la+kʰyŋ	l a + kʰ y ŋ		62 61	62 61	l a + kʰ y ŋ	i n + i n c	62 61	_la-prefix1 up	c c + c c c	600-1/l 584-2/a + 586-36/kʰ 50-29/u 774-83/ŋ
78	Rahung	after	after	la-kʰyŋ	la+kʰyŋ	l a + kʰ y ŋ		62 61	62 61	l a + kʰ y ŋ	i n + i n c	62 61	_la-prefix1 up	c c + c c c	600-1/l 584-2/a + 586-36/kʰ 50-29/u 774-83/ŋ
79	Rupa	after	after	də-kʰyŋ	də+kʰyŋ	d ə + kʰ y ŋ		62 61	63 61	!d/l ə + kʰ y ŋ	i n + i n c	62 61	_da-prefix1 up	c c + c c c	600-1/l 584-2/a + 586-36/kʰ 50-29/u 774-83/ŋ
83	Khoina	afternoon	afternoon	na-jɔ-tøn	na+jɔ+tøn	n a + j ɔ + t ø n		64 65 66	64 65 66	n !a - + !j !ɔ + t ø n	i n + i n + i n c	64 48 66	_sky-prefix5 afternoon _allative	c c + c c + c c c	344-16/ɲ 71-1/Ø 231-16/- + 254-1/Ø 252-1/Ø + 112-24/t 699-2/a 715-37/n
84	Jerigaon	afternoon	afternoon	ny-jɔ-tɛn	ny+jɔ+tɛn	n y + j ɔ + t ɛ n		64 65 66	64 65 66	n !y - + j ɔ + t ɛ n	i n + i n + i n c	64 487 66	_sky-prefix6 afternoon _allative	c c + c c + c c c	344-16/ɲ 71-1/Ø 231-16/- + 0/n 0/n + 112-24/t 699-2/a 715-37/n
85	Khoitam	afternoon	afternoon	ny-jɔ	ny+jɔ	n y + j ɔ		64 65	64 65	n !y - + !j !ɔ	i n + i n	64 48	_sky-prefix5 afternoon	c c + c c	344-16/ɲ 71-1/Ø 231-16/- + 254-1/Ø 252-1/Ø
86	Rahung	afternoon	afternoon	ny-jɔ	ny+jɔ	n y + j ɔ		64 65	64 65	n !y - + !j !ɔ	i n + i n	64 48	_sky-prefix5 afternoon	c c + c c	344-16/ɲ 71-1/Ø 231-16/- + 254-1/Ø 252-1/Ø
87	Rupa	afternoon	afternoon	ɲaw	ɲaw	ɲ a w	contraction	64	64	ɲ !a w	i n c	64	afternoon	c c c	344-16/ɲ 71-1/Ø 231-16/-
88	Shergaon	afternoon	afternoon	ɲaw	ɲaw	ɲ a w	contraction	64	64	ɲ !a w	i n c	64	afternoon	c c c	344-16/ɲ 71-1/Ø 231-16/-
89	Khispi	agent	agent	-ɔ	+ɔ	ɔ		67	67	!ɔ	n	67	_ergative	c	558-1/ɔˀ
90	Duhumbi	agent	agent	-ɔˀ	+ɔˀ	ɔˀ		67	67	!ɔˀ	n	67	_ergative	c	558-1/ɔˀ
93	Khoitam	agent	agent	-ɔ	+ɔ	ɔ		67	67	!ɔ	n	67	_ergative	c	558-1/ɔˀ
94	Rahung	agent	agent	-ɔ	+ɔ	ɔ		67	67	!ɔ	n	67	_ergative	c	558-1/ɔˀ
95	Rupa	agent	agent	-ɔ̃	+ɔ̃	ɔ̃		67	67	!ɔ̃	n	67	_ergative	c	558-1/ɔˀ
97	Khispi	alive, healthy	alive, healthy	ɔ-haŋ	ɔ+haŋ	ɔ + h a ŋ		68 69	68 69	ɔ + h a ŋ	n + i n c	68 69	_u/o/a-prefix alivehealthy	c + c c c	350-1/u + 139-2/kʰ 633-69/a 774-83/ŋ
98	Duhumbi	alive, healthy	alive, healthy	u-kʰaŋ	u+kʰaŋ	u + kʰ a ŋ		68 69	68 69	!u/ɔ + kʰ a ŋ	n + i n c	68 69	_u/o/a-prefix alivehealthy	c + c c c	350-1/u + 139-2/kʰ 633-69/a 774-83/ŋ
101	Khoitam	alive, healthy	alive, healthy	a-haŋ	a+haŋ	a + h a ŋ		68 69	68 69	a + h a ŋ	n + i n c	68 69	_u/o/a-prefix alivehealthy	c + c c c	350-1/u + 139-2/kʰ 633-69/a 774-83/ŋ
102	Rahung	alive, healthy	alive, healthy	a-haŋ	a+haŋ	a + h a ŋ		68 69	68 69	a + h a ŋ	n + i n c	68 69	_u/o/a-prefix alivehealthy	c + c c c	350-1/u + 139-2/kʰ 633-69/a 774-83/ŋ
103	Rupa	alive, healthy	alive, healthy	a-haŋ-ba	a+haŋ+ba	a + h a ŋ + b a		68 69 70	68 69 70	a + h a ŋ + b a	n + i n c + i n	68 69 70	_u/o/a-prefix alivehealthy _ba-suffix2	c + c c c + c c	350-1/u + 139-2/kʰ 633-69/a 774-83/ŋ + 0/n 0/n
104	Shergaon	alive, healthy	alive, healthy	a-haŋ	a+haŋ	a + h a ŋ		68 69	68 69	a + h a ŋ	n + i n c	68 69	_u/o/a-prefix alivehealthy	c + c c c	350-1/u + 139-2/kʰ 633-69/a 774-83/ŋ
107	Khoina	all	all	a-tʰɔn-ʥi	a+tʰɔn+ʥi	a + tʰ ɔ n + dʑ i		72 71 73	72 71 73	- a + tʰ ɔ n + dʑ i	n + i n c + i n	56 71 73	_u/a-prefix all _refl1	c + c c c + c c	242-2/u 0/n + 46-31/tʰ 287-20/ɔ 153-11/m + 0/n 0/n
109	Khoitam	all	all	a-tʰɔm	a+tʰɔm	a + tʰ ɔ m		72 71	72 71	- a + tʰ ɔ m	n + i n c	56 71	_u/a-prefix all	c + c c c	242-2/u 0/n + 46-31/tʰ 287-20/ɔ 153-11/m
110	Rahung	all	all	a-tʰɔm	a+tʰɔm	a + tʰ ɔ m		72 71	72 71	- a + tʰ ɔ m	n + i n c	56 71	_u/a-prefix all	c + c c c	242-2/u 0/n + 46-31/tʰ 287-20/ɔ 153-11/m
111	Rupa	all	all	a-tʰɔm	a+tʰɔm	a + tʰ ɔ m		72 71	72 71	- a + tʰ ɔ m	n + i n c	56 71	_u/a-prefix all	c + c c c	242-2/u 0/n + 46-31/tʰ 287-20/ɔ 153-11/m
112	Shergaon	all	all	a-tʰɔm	a+tʰɔm	a + tʰ ɔ m		72 71	72 71	- a + tʰ ɔ m	n + i n c	56 71	_u/a-prefix all	c + c c c	242-2/u 0/n + 46-31/tʰ 287-20/ɔ 153-11/m
113	Khispi	allative	allative	-ta	+ta	t a		74	74	t a -	i n	74	_allative	c c	112-24/t 699-2/a 615-2/-
114	Duhumbi	allative	allative	-ta	+ta	t a		74	74	t a -	i n	74	_allative	c c	112-24/t 699-2/a 615-2/-
116	Jerigaon	allative	allative	-tɛn	+tɛn	t ɛ n		74	74	t ɛ n	i n c	74	_allative	c c c	112-24/t 699-2/a 615-2/-
117	Khoitam	allative	allative	-tan	+tan	t a n		74	74	t a n	i n c	74	_allative	c c c	112-24/t 699-2/a 615-2/-
118	Rahung	allative	allative	-tɛn	+tɛn	t ɛ n		74	74	t ɛ n	i n c	74	_allative	c c c	112-24/t 699-2/a 615-2/-
119	Rupa	allative	allative	-tɔː	+tɔː	t ɔː		74	74	t ɔː -	i n	74	_allative	c c	112-24/t 699-2/a 615-2/-
120	Shergaon	allative	allative	-tɔː	+tɔː	t ɔː		74	74	t ɔː -	i n	74	_allative	c c	112-24/t 699-2/a 615-2/-
122	Duhumbi	amaranth	amaranth	mɛs-kɔŋ	mɛs+kɔŋ	m ɛ s + k ɔ ŋ		76 75	76 75	m ɛ s + k ɔ ŋ	i n c + i n c	76 401	_ma-prefix4 amaranth	c c c + c c c	354-44/m 49-3/ɛ 162-11/s + 691-69/k 183-38/ɔ 774-83/ŋ
124	Jerigaon	amaranth	amaranth	mə-kuŋ	mə+kuŋ	m ə + k u ŋ		76 75	76 75	m ə - + k u ŋ	i n + i n c	76 401	_ma-prefix4 amaranth	c c + c c c	354-44/m 49-3/ɛ 162-11/s + 691-69/k 183-38/ɔ 774-83/ŋ
129	Khispi	angry (vi)	angry (vi)	(ki) ʦʰik	ʦʰik	tsʰ i k		79	79	tsʰ i k	i n c	488	angryvi1	c c c	95-3/tsʰ 649-32/i 691-69/k
130	Duhumbi	angry (vi)	angry (vi)	(ki) ʦʰik	ʦʰik	tsʰ i k		79	79	tsʰ i k	i n c	488	angryvi1	c c c	95-3/tsʰ 649-32/i 691-69/k
131	Khoina	angry (vi)	angry (vi)	lyŋ ʐyk	lyŋ_ʐyk	l y ŋ _ ʐ y k		78 77	78 77	l !y !ŋ + ʐ !y k	i n c + i n c	78 77	stone1 angryvi	c c c + c c c	98-38/l 380-1/Ø 415-1/Ø + 613-12/ʑ 371-1/Ø 645-2/-
132	Jerigaon	angry (vi)	angry (vi)	lyŋ zyk	lyŋ_zyk	l y ŋ _ z y k		78 77	78 77	l !y !ŋ + z !y k	i n c + i n c	78 77	stone1 angryvi	c c c + c c c	98-38/l 380-1/Ø 415-1/Ø + 613-12/ʑ 371-1/Ø 645-2/-
133	Khoitam	angry (vi)	angry (vi)	liŋ zyk	liŋ_zyk	l i ŋ _ z y k		78 77	78 77	l !i !ŋ + z !y k	i n c + i n c	78 77	stone1 angryvi	c c c + c c c	98-38/l 380-1/Ø 415-1/Ø + 613-12/ʑ 371-1/Ø 645-2/-
134	Rahung	angry (vi)	angry (vi)	liŋ zik	liŋ_zik	l i ŋ _ z i k		78 77	78 77	l !i !ŋ + z !i k	i n c + i n c	78 77	stone1 angryvi	c c c + c c c	98-38/l 380-1/Ø 415-1/Ø + 613-12/ʑ 371-1/Ø 645-2/-
135	Rupa	angry (vi)	angry (vi)	zə-lik	zə+lik	z ə + l i k		77 78	77 78	z !ə - + l !i !k	i n + i n c	77 78	angryvi stone1	c c + c c c	613-12/ʑ 371-1/Ø 645-2/- + 98-38/l 380-1/Ø 415-1/Ø
136	Shergaon	angry (vi)	angry (vi)	zə-lik	zə+lik	z ə + l i k		77 78	77 78	z !ə - + l !i !k	i n + i n c	77 78	angryvi stone1	c c + c c c	613-12/ʑ 371-1/Ø 645-2/- + 98-38/l 380-1/Ø 415-1/Ø
137	Khispi	ant	ant	(kʰe-) ʨʰɔk	ʨʰɔk	tɕʰ ɔ k		80	80	!tɕʰ ɔ k	i n c	80	ant	c c c	317-1/tɕʰ 287-20/ɔ 691-69/k
138	Duhumbi	ant	ant	(kʰin-) ʨʰɔk	ʨʰɔk	tɕʰ ɔ k		80	80	!tɕʰ ɔ k	i n c	80	ant	c c c	317-1/tɕʰ 287-20/ɔ 691-69/k
139	Khoina	ant	ant	ʂan-dʐɔk	ʂan+dʐɔk	ʂ a n + ɖʐ ɔ k		81 80	81 80	ʂ a !n + !ɖʐ ɔ k	i n c + i n c	81 80	_ant-prefix ant	c c c + c c c	605-1/s 633-69/a 276-1/ŋ + 317-1/tɕʰ 287-20/ɔ 691-69/k
140	Jerigaon	ant	ant	san-ʥɔk	san+ʥɔk	s a n + dʑ ɔ k		81 80	81 80	s a !n + !dʑ ɔ k	i n c + i n c	81 80	_ant-prefix ant	c c c + c c c	605-1/s 633-69/a 276-1/ŋ + 317-1/tɕʰ 287-20/ɔ 691-69/k
141	Khoitam	ant	ant	saŋ-ʥɔk	saŋ+ʥɔk	s a ŋ + dʑ ɔ k		81 80	81 80	s a !ŋ + !dʑ ɔ k	i n c + i n c	81 80	_ant-prefix ant	c c c + c c c	605-1/s 633-69/a 276-1/ŋ + 317-1/tɕʰ 287-20/ɔ 691-69/k
142	Rahung	ant	ant	saŋ-ʥɔk	saŋ+ʥɔk	s a ŋ + dʑ ɔ k		81 80	81 80	s a !ŋ + !dʑ ɔ k	i n c + i n c	81 80	_ant-prefix ant	c c c + c c c	605-1/s 633-69/a 276-1/ŋ + 317-1/tɕʰ 287-20/ɔ 691-69/k
143	Rupa	ant	ant	san-ɟɔk ~ san-ʥɔk	san+ɟɔk	s a n + ɟ ɔ k		81 80	81 80	s a !n + !ɟ ɔ k	i n c + i n c	81 80	_ant-prefix ant	c c c + c c c	605-1/s 633-69/a 276-1/ŋ + 317-1/tɕʰ 287-20/ɔ 691-69/k
144	Shergaon	ant	ant	san-ʥɔk	san+ʥɔk	s a n + dʑ ɔ k		81 80	81 80	s a !n + !dʑ ɔ k	i n c + i n c	81 80	_ant-prefix ant	c c c + c c c	605-1/s 633-69/a 276-1/ŋ + 317-1/tɕʰ 287-20/ɔ 691-69/k
145	Khispi	arrive	arrive	pʰɛt	pʰɛt	pʰ ɛ t		82	82	pʰ ɛ t	i n c	82	arrive	c c c	467-23/pʰ 450-5/ɛ 589-2/t
146	Duhumbi	arrive	arrive	pʰɛt	pʰɛt	pʰ ɛ t		82	82	pʰ ɛ t	i n c	82	arrive	c c c	467-23/pʰ 450-5/ɛ 589-2/t
147	Khoina	arrive	arrive	pʰɛt	pʰɛt	pʰ ɛ t		82	82	pʰ ɛ t	i n c	82	arrive	c c c	467-23/pʰ 450-5/ɛ 589-2/t
148	Jerigaon	arrive	arrive	pʰɛʔ	pʰɛʔ	pʰ ɛ ʔ		82	82	pʰ ɛ ʔ	i n c	82	arrive	c c c	467-23/pʰ 450-5/ɛ 589-2/t
149	Khoitam	arrive	arrive	pʰɛt	pʰɛt	pʰ ɛ t		82	82	pʰ ɛ t	i n c	82	arrive	c c c	467-23/pʰ 450-5/ɛ 589-2/t
150	Rahung	arrive	arrive	pʰɛt	pʰɛt	pʰ ɛ t		82	82	pʰ ɛ t	i n c	82	arrive	c c c	467-23/pʰ 450-5/ɛ 589-2/t
153	Khispi	arrow	arrow	mik	mik	m i k		83	83	m i k	i n c	83	arrow	c c c	354-44/m 649-32/i 691-69/k
154	Duhumbi	arrow	arrow	mik	mik	m i k		83	83	m i k	i n c	83	arrow	c c c	354-44/m 649-32/i 691-69/k
156	Jerigaon	arrow	arrow	mik	mik	m i k		83	83	m i k	i n c	83	arrow	c c c	354-44/m 649-32/i 691-69/k
157	Khoitam	arrow	arrow	mik	mik	m i k		83	83	m i k	i n c	83	arrow	c c c	354-44/m 649-32/i 691-69/k
158	Rahung	arrow	arrow	mik-ri	mik+ri	m i k + r i		83 84	83 84	m i k + r i	i n c + i n	83 84	arrow bow1	c c c + c c	354-44/m 649-32/i 691-69/k + 0/n 0/n
159	Rupa	arrow	arrow	mik	mik	m i k		83	83	m i k	i n c	83	arrow	c c c	354-44/m 649-32/i 691-69/k
160	Shergaon	arrow	arrow	mit	mit	m i t		83	83	m i !t/k	i n c	83	arrow	c c c	354-44/m 649-32/i 691-69/k
162	Duhumbi	ascend	ascend	ʥaŋ(-luŋ)	ʥaŋ	dʑ a ŋ		85	85	dʑ a ŋ	i n c	85	ascend	c c c	23-8/dʑ 633-69/a 774-83/ŋ
163	Khoina	ascend	ascend	ʥaŋ	ʥaŋ	dʑ a ŋ		85	85	dʑ a ŋ	i n c	85	ascend	c c c	23-8/dʑ 633-69/a 774-83/ŋ
164	Jerigaon	ascend	ascend	(kʰa-)ʥaŋ (aŋ)	ʥaŋ	dʑ a ŋ		85	85	dʑ a ŋ	i n c	85	ascend	c c c	23-8/dʑ 633-69/a 774-83/ŋ
166	Rahung	ascend	ascend	(kʰan-)ʥaŋ (ɔŋ)	ʥaŋ	dʑ a ŋ		85	85	dʑ a ŋ	i n c	85	ascend	c c c	23-8/dʑ 633-69/a 774-83/ŋ
169	Khispi	ash	ash	ʨʰu-pʰa	ʨʰu+pʰa	tɕʰ u + pʰ a		87 86	87 86	tɕʰ !u + pʰ - a	i n + i n	87 86	_cha-prefix1 ash	c c + c c	208-2/tɕʰ 588-1/u + 340-2/pʰ 747-5/- 189-6/aˀ
170	Duhumbi	ash	ash	ʨʰu-pʰaˀ	ʨʰu+pʰaˀ	tɕʰ u + pʰ aˀ		87 86	87 86	tɕʰ !u + pʰ - aˀ	i n + i n	87 86	_cha-prefix1 ash	c c + c c	208-2/tɕʰ 588-1/u + 340-2/pʰ 747-5/- 189-6/aˀ
171	Khoina	ash	ash	ʥɐ-pʰlu	ʥɐ+pʰlu	dʑ ɐ + pʰ l u		87 86	87 86	dʑ !ɐ + pʰ l u	i n + i m n	87 86	_cha-prefix1 ash	c c + c c c	208-2/tɕʰ 588-1/u + 340-2/pʰ 747-5/- 189-6/aˀ
172	Jerigaon	ash	ash	ʨʰɐ-pʰlu	ʨʰɐ+pʰlu	tɕʰ ɐ + pʰ l u		87 86	87 86	tɕʰ !ɐ + pʰ l u	i n + i m n	87 86	_cha-prefix1 ash	c c + c c c	208-2/tɕʰ 588-1/u + 340-2/pʰ 747-5/- 189-6/aˀ
173	Khoitam	ash	ash	ʨʰa-pʰlu	ʨʰa+pʰlu	tɕʰ a + pʰ l u		87 86	87 86	tɕʰ !a + pʰ l u	i n + i m n	87 86	_cha-prefix1 ash	c c + c c c	208-2/tɕʰ 588-1/u + 340-2/pʰ 747-5/- 189-6/aˀ
174	Rahung	ash	ash	ʨʰa-pʰru ~ ʨʰa-pʰlu	ʨʰa+pʰru	tɕʰ a + pʰ r u		87 86	87 86	tɕʰ !a + pʰ r u	i n + i m n	87 86	_cha-prefix ash	c c + c c c	208-2/tɕʰ 588-1/u + 340-2/pʰ 747-5/- 189-6/aˀ
175	Rupa	ash	ash	ʨʰa-pʰlu	ʨʰa+pʰlu	tɕʰ a + pʰ l u		87 86	87 86	tɕʰ !a + pʰ l u	i n + i m n	87 86	_cha-prefix1 ash	c c + c c c	208-2/tɕʰ 588-1/u + 340-2/pʰ 747-5/- 189-6/aˀ
176	Shergaon	ash	ash	ʨʰa-plu	ʨʰa+plu	tɕʰ a + p l u		87 86	87 86	tɕʰ !a + p l u	i n + i m n	87 86	_cha-prefix ash	c c + c c c	208-2/tɕʰ 588-1/u + 340-2/pʰ 747-5/- 189-6/aˀ
177	Khispi	ask	ask	ʥik	ʥik	dʑ i k		88	88	dʑ i k	i n c	88	ask	c c c	657-2/Ø 649-32/i 691-69/k
178	Duhumbi	ask	ask	ʥik	ʥik	dʑ i k		88	88	dʑ i k	i n c	88	ask	c c c	657-2/Ø 649-32/i 691-69/k
179	Khoina	ask	ask	ʐik	ʐik	ʐ i k		88	88	!ʐ/dz i k	i n c	88	ask	c c c	657-2/Ø 649-32/i 691-69/k
181	Khoitam	ask	ask	zik	zik	z i k		88	88	z i k	i n c	88	ask	c c c	657-2/Ø 649-32/i 691-69/k
182	Rahung	ask	ask	zik	zik	z i k		88	88	z i k	i n c	88	ask	c c c	657-2/Ø 649-32/i 691-69/k
183	Rupa	ask	ask	zik	zik	z i k		88	88	z i k	i n c	88	ask	c c c	657-2/Ø 649-32/i 691-69/k
185	Khispi	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ !ɔ ŋ	i n c	89	_associative	c c c	46-31/tʰ 40-1/ɔ 774-83/ŋ
186	Duhumbi	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ !ɔ ŋ	i n c	89	_associative	c c c	46-31/tʰ 40-1/ɔ 774-83/ŋ
187	Khoina	associative	associative	-tʰyŋ	+tʰyŋ	tʰ y ŋ		89	89	tʰ !y ŋ	i n c	89	_associative	c c c	46-31/tʰ 40-1/ɔ 774-83/ŋ
189	Khoitam	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ !ɔ ŋ	i n c	89	_associative	c c c	46-31/tʰ 40-1/ɔ 774-83/ŋ
190	Rahung	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ !ɔ ŋ	i n c	89	_associative	c c c	46-31/tʰ 40-1/ɔ 774-83/ŋ
191	Rupa	associative	associative	-tʰɔ̃ː(ŋ)	+tʰɔ̃ː	tʰ ɔ̃ː		89	89	tʰ !ɔ̃ː !-/ŋ	i n	89	_associative	c c	46-31/tʰ 40-1/ɔ 774-83/ŋ
192	Shergaon	associative	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ		89	89	tʰ !ɔ ŋ	i n c	89	_associative	c c c	46-31/tʰ 40-1/ɔ 774-83/ŋ
193	Khispi	attic	attic	ʑak ~ ʑap	ʑak	ʑ a k		90	90	ʑ a k	i n c	90	attic	c c c	613-12/ʑ 127-2/a 224-3/-
194	Duhumbi	attic	attic	jap	jap	j a p	Bod. loan	91	91	j a p	i n c	91	attic	c c c	0/n 0/n 0/n
195	Khoina	attic	attic	ʐɔː	ʐɔː	ʐ ɔː		90	90	ʐ ɔː -	i n	90	attic	c c	613-12/ʑ 127-2/a 224-3/-
197	Khoitam	attic	attic	zoː	zoː	z oː		90	90	z oː -	i n	90	attic	c c	613-12/ʑ 127-2/a 224-3/-
198	Rahung	attic	attic	zoː	zoː	z oː		90	90	z oː -	i n	90	attic	c c	613-12/ʑ 127-2/a 224-3/-
199	Rupa	attic	attic	zoː	zoː	z oː		90	90	z oː -	i n	90	attic	c c	613-12/ʑ 127-2/a 224-3/-
200	Shergaon	attic	attic	zoː	zoː	z oː		90	90	z oː -	i n	90	attic	c c	613-12/ʑ 127-2/a 224-3/-
201	Khispi	axe	axe	pʰa	pʰa	pʰ a		92	92	pʰ !- !a	i n	92	axe	c c	467-23/pʰ 476-1/- 644-1/a
202	Duhumbi	axe	axe	pʰa	pʰa	pʰ a		92	92	pʰ !- !a	i n	92	axe	c c	467-23/pʰ 476-1/- 644-1/a
203	Khoina	axe	axe	pʰu-luˀ	pʰu+luˀ	pʰ u + l uˀ		92 93	92 93	pʰ !- !u + l uˀ	i n + i n	92 93	axe axe	c c + c c	467-23/pʰ 476-1/- 644-1/a + 0/n 0/n
204	Jerigaon	axe	axe	pʰluˀ	pʰluˀ	pʰ l uˀ		92	92	pʰ !l !uˀ	i m n	92	axe	c c c	467-23/pʰ 476-1/- 644-1/a
205	Khoitam	axe	axe	pʰluˀ	pʰluˀ	pʰ l uˀ		92	92	pʰ !l !uˀ	i m n	92	axe	c c c	467-23/pʰ 476-1/- 644-1/a
206	Rahung	axe	axe	pʰɹuˀ	pʰɹuˀ	pʰ ɹ uˀ		92	92	pʰ !ɹ !uˀ	i m n	92	axe	c c c	467-23/pʰ 476-1/- 644-1/a
207	Rupa	axe	axe	pʰluˀ	pʰluˀ	pʰ l uˀ		92	92	pʰ !l !uˀ	i m n	92	axe	c c c	467-23/pʰ 476-1/- 644-1/a
208	Shergaon	axe	axe	pʰluˀ	pʰluˀ	pʰ l uˀ		92	92	pʰ !l !uˀ	i m n	92	axe	c c c	467-23/pʰ 476-1/- 644-1/a
211	Khoina	back (n)	back (n)	na-guŋ	na+guŋ	n a + g u ŋ		95 94	95 94	n a + !g u ŋ	i n + i n c	95 94	_sky-prefix6 backn	c c + c c c	344-16/ɲ 633-69/a + 416-1/Ø 626-2/- 307-2/m
212	Jerigaon	back (n)	back (n)	na-kuŋ	na+kuŋ	n a + k u ŋ		95 94	95 94	n a + !k u ŋ	i n + i n c	95 94	_sky-prefix6 backn	c c + c c c	344-16/ɲ 633-69/a + 416-1/Ø 626-2/- 307-2/m
213	Khoitam	back (n)	back (n)	(a-)kyː	kyː	k yː	Bod. loan?	94	94	!k yː -	i n	94	backn1	c c	416-1/Ø 626-2/- 307-2/m
214	Rahung	back (n)	back (n)	kyː	kyː	k yː	Bod. loan?	94	94	!k yː -	i n	94	backn1	c c	416-1/Ø 626-2/- 307-2/m
